AWS	-0.9265156,-1.3464527,0.4228804,-1.2150892,0.23467356,-1.1739879,-1.1328977,-0.9569106,2.10596,0.37879777,-0.037946023,-0.03391888,0.68018514,0.30610958,-2.1619046,-0.33662605,-0.7790176,0.89416635,-0.30174357,-0.70098436,-0.10024638,0.36279505,-1.0385224,1.1123047,-0.9234704,0.51605445,1.1570523,0.87849,0.39204475,-1.9487276,-0.41073406,1.3144312
SageMaker	0.8942615,0.08697183,0.2924964,1.8564955,-0.8140887,0.308488,-2.7474773,-0.29127607,0.44345236,0.30352265,1.4254895,0.24720229,1.1860656,-0.14306936,0.42813465,-1.88591,0.29642215,-0.48190916,-1.3182946,-1.7935654,-0.66516656,-0.87143856,-1.0070829,-1.0734382,0.9233089,-1.2993453,0.4635696,-1.8387958,-0.32993683,0.57996565,1.4039822,-0.98512864
-	-0.6032676,0.72738296,-0.44731286,-1.7306114,1.3114424,-1.1946638,0.21296307,0.16557318,-0.2406133,-0.37071678,0.42548242,0.24270879,-0.95734334,1.2417907,0.2552399,0.6353965,1.1614168,2.2203755,1.70842,-0.3299238,1.4635814,-0.6808775,0.12941667,1.0251596,-0.14217187,-0.76493067,1.5500203,1.8410976,-0.74676037,-2.0878706,0.61787826,0.24420847
XGBoost	1.7209147,1.4974864,-2.141597,-1.0548931,0.25898558,-0.53903204,-1.5543277,-0.5003988,1.0918734,-0.16334745,0.22616807,-0.45996314,-0.67263716,0.016455729,-0.53391945,0.928526,-1.0129471,0.9411392,-1.6311686,1.1989594,-0.37765807,0.8363671,-0.06697723,-0.44129577,-0.1854821,1.7990526,1.1292375,0.6391185,-0.68882644,0.67147994,-0.5168645,-0.060221627
Content	-0.4591349,-1.8567644,1.5774491,0.99881613,-0.16680738,0.06552183,-0.517853,0.77977276,-0.46833673,0.30663666,-0.43231243,2.2237487,0.6414611,0.22748172,0.40791896,0.4828801,-0.6991468,-0.338524,2.0181694,-0.8029302,-0.21908419,-0.32559705,-0.254958,0.24821657,-0.37787622,-0.050811272,0.8682411,-2.6931288,0.8439726,1.6142424,-0.44167423,-0.4385818
Prepared	0.2672193,-1.3926088,1.2937882,-0.21334748,0.22253338,-1.2809529,0.5680039,-0.15373954,1.1148777,2.0118165,-1.350864,-0.7100622,0.7283821,-1.1534038,0.4898506,1.1143805,-1.0614328,-1.4218029,-1.4500005,0.508936,0.28565776,1.1932311,1.1395185,1.3554598,2.7121794,-0.44005767,-1.5349444,1.5148919,-0.7259357,-0.24713331,-0.20418647,-0.36731148
By	-1.3211113,0.58439374,-0.41956007,0.18616594,0.20121801,0.17336969,0.2390134,1.1850634,0.17135276,1.3520625,1.5788339,-0.97966695,0.44151717,0.32755256,-1.1432791,0.32230687,-0.6946441,-1.0926663,-1.4806207,-0.014443511,-0.88698083,0.78283733,-0.026048223,0.27435347,0.8383378,0.16533041,0.5745862,-1.0726742,-0.67316127,-1.387168,-2.775329,0.7489734
Chandra	-0.5838478,0.01788711,-1.4573143,1.7001628,0.083834134,-0.60530245,-0.88543195,-0.8558543,-1.8008528,0.46683505,1.8736569,2.2322614,-0.268278,1.2383052,0.083313495,-1.1392294,1.6366451,-2.0705442,-0.76909006,0.041717328,0.48963103,-0.6106625,-0.87680924,0.40525758,0.16299728,-1.8182951,-0.5112962,-0.11171483,-0.3796025,1.2565995,-0.11530739,2.8037198
Lingam	-0.061444227,1.4965034,0.44612303,-0.34012264,-1.5999265,0.45022473,-1.9667965,0.42054033,-0.96789986,-0.20763564,-0.11449392,-0.45944926,-0.18226784,-1.7449131,-1.2149446,-1.3104645,1.8267022,-1.343598,-0.6106065,0.7854578,0.29798108,0.34485143,0.6534565,-0.26735598,-0.5411172,-0.0865662,0.56788933,0.03677446,0.74468994,-1.0234661,1.136966,0.59216166
Cloud	0.5733164,1.4991233,-1.4319009,-1.3794281,0.23836946,-0.9015035,0.24204557,-0.68201756,-0.3151523,0.80317724,0.21059938,0.3067781,-0.98858017,-0.7483194,-0.20278104,1.4629058,-1.0712346,-1.7541834,-1.0451037,-0.30152044,-0.25875568,-0.1532735,-2.1946669,2.1293185,-1.6514387,-0.62161654,-1.6885612,-1.8707677,0.16340059,0.672635,0.24029928,1.1646261
